average,cpu,thrust,work-efficient-hierarchical
4096,0.1424,0.053408,0.823296
16384,0.6979,0.087008,0.849984
65536,3.3036,0.088064,1.0879
262144,14.2913,0.313344,2.2601
1048576,54.4709,0.566976,10.0934
4194304,215.245,0.944128,36.032
16777216,889.895,4.94957,158.513

sample-69,cpu,thrust,work-efficient-hierarchical
4096,0.1598,0.057888,0.874304
16384,0.7494,0.090016,0.878752
65536,3.1516,0.086016,1.08733
262144,14.3272,0.24576,2.25619
1048576,56.515,0.347808,9.95942
4194304,225.798,0.869216,35.9951
16777216,859.882,5.02701,170.045

sample-70,cpu,thrust,work-efficient-hierarchical
4096,0.1486,0.055168,0.824864
16384,0.6971,0.091744,0.847616
65536,3.2246,0.090112,1.0752
262144,14.3837,0.445728,2.25117
1048576,56.4945,0.448032,9.96979
4194304,217.122,0.897024,36.0171
16777216,884.476,4.15638,151.157

sample-71,cpu,thrust,work-efficient-hierarchical
4096,0.1599,0.055232,0.823264
16384,0.7507,0.090112,0.859264
65536,3.9791,0.091456,1.08579
262144,14.894,0.219136,2.2593
1048576,55.7846,0.42544,9.9881
4194304,226.521,0.929792,36.1021
16777216,861.705,4.61043,154.098

sample-72,cpu,thrust,work-efficient-hierarchical
4096,0.1453,0.053248,0.813696
16384,0.6786,0.089152,0.914816
65536,3.2027,0.092384,1.08701
262144,14.4321,0.202752,2.34067
1048576,53.994,0.491424,10.1924
4194304,210.382,1.04243,36.09
16777216,851.621,4.89677,158.147

sample-73,cpu,thrust,work-efficient-hierarchical
4096,0.1697,0.063488,0.821248
16384,0.7499,0.090112,0.851488
65536,3.2114,0.088352,1.0881
262144,14.331,0.272384,2.31974
1048576,56.3061,0.3784,10.0003
4194304,225.554,0.953344,36.0197
16777216,897.396,4.89226,154.54

sample-74,cpu,thrust,work-efficient-hierarchical
4096,0.1438,0.054496,0.812576
16384,0.7056,0.088864,0.846464
65536,3.2086,0.086272,1.09869
262144,13.364,0.40368,2.29651
1048576,54.1297,0.53184,10.2052
4194304,212.452,1.03078,36.1185
16777216,864.27,3.99789,150.303

sample-75,cpu,thrust,work-efficient-hierarchical
4096,0.1553,0.055296,0.876544
16384,0.7534,0.090304,0.847424
65536,3.5154,0.088256,1.09568
262144,15.3208,0.229472,2.43507
1048576,56.5976,0.34176,9.94099
4194304,229.225,0.86528,36.0107
16777216,900.509,4.35248,158.566

sample-76,cpu,thrust,work-efficient-hierarchical
4096,0.1426,0.051456,0.819072
16384,0.6663,0.084928,0.849696
65536,3.1686,0.087424,1.09568
262144,14.3502,0.237312,2.28202
1048576,52.3867,0.498464,9.98384
4194304,213.66,1.15507,36.1902
